Column,TripID,StartTime,EndTime,TripDistance,TripDuration,Accuracy,StartCensusTract,EndCensusTract,StartCommunityAreaNumber,EndCommunityAreaNumber,StartCommunityAreaName,start_com_wikidata,EndCommunityAreaName,end_com_wikidata,StartCentroidLatitude,StartCentroidLongitude,Start Centroid Location,EndCentroidLatitude,EndCentroidLongitude,End Centroid Location
10547,b29e154d-3f23-482a-bc98-ee78c3b364b0,06-27-2019T02:00:00-05:00,06-27-2019T03:00:00-05:00,863,296,152,1.70318368E10,1.70318368E10,27.0,27.0,East Garfield Park,https://wikidata.org/entity/Q3046503,East Garfield Park,https://wikidata.org/entity/Q3046503,41.8850448415253,-87.71386248059808,POINT (-87.71386248059811 41.8850448415253),41.8850448415253,-87.71386248059808,POINT (-87.71386248059811 41.8850448415253)
10553,8a2cdf69-d0e1-4479-b47f-a90a93b1a530,07-20-2019T04:00:00-05:00,07-20-2019T04:00:00-05:00,5062,860,10,,,25.0,27.0,Austin,https://wikidata.org/entity/Q2872106,East Garfield Park,https://wikidata.org/entity/Q3046503,41.8941012961134,-87.7631118242259,POINT (-87.7631118242259 41.8941012961134),41.8789146305851,-87.7058972072278,POINT (-87.7058972072278 41.8789146305851)
10554,758b6c16-8325-4870-bae7-8e2d65154188,08-16-2019T01:00:00-05:00,08-16-2019T02:00:00-05:00,1904,1055,10,,,18.0,19.0,Montclare,https://wikidata.org/entity/Q3322499,Belmont Cragin,https://wikidata.org/entity/Q2895017,41.92929769096121,-87.79803232487092,POINT (-87.7980323248709 41.9292976909612),41.9272607415187,-87.76550183689791,POINT (-87.7655018368979 41.9272607415187)
10555,12198ac6-2858-9f7a-1219-8ac628589f7a,08-16-2019T10:00:00-05:00,08-16-2019T10:00:00-05:00,788,277,10,,,15.0,19.0,Portage Park,https://wikidata.org/entity/Q2746395,Belmont Cragin,https://wikidata.org/entity/Q2895017,41.9540281621501,-87.76339991111841,POINT (-87.7633999111184 41.9540281621501),41.9272607415187,-87.76550183689791,POINT (-87.7655018368979 41.9272607415187)
10557,47a44e70-b94e-4f9f-9971-8d37b63428da,08-17-2019T02:00:00-05:00,08-17-2019T03:00:00-05:00,6523,2111,152,1.70312001E10,1.70312002E10,20.0,20.0,Hermosa,https://wikidata.org/entity/Q3134251,Hermosa,https://wikidata.org/entity/Q3134251,41.9350481285613,-87.73760419547341,POINT (-87.7376041954734 41.9350481285613),41.9278522690551,-87.7356282729632,POINT (-87.7356282729632 41.9278522690551)
10561,914fd71c-aed8-4fc3-9960-c2092de1c2a2,07-15-2019T05:00:00-05:00,07-15-2019T05:00:00-05:00,4919,1409,152,1.70312204E10,1.70312403E10,22.0,24.0,Logan Square,https://wikidata.org/entity/Q3257855,"West Town, Chicago",https://wikidata.org/entity/Q3567449,41.9284315180876,-87.6999683652796,POINT (-87.69996836527962 41.9284315180876),41.912366190787,-87.67507128948358,POINT (-87.6750712894836 41.912366190787)
10567,11e40710-2aeb-ece8-11e4-07102aebece8,07-06-2019T08:00:00-05:00,07-06-2019T08:00:00-05:00,708,897,10,1.70318368E10,1.70318368E10,27.0,27.0,East Garfield Park,https://wikidata.org/entity/Q3046503,East Garfield Park,https://wikidata.org/entity/Q3046503,41.8850448415253,-87.71386248059808,POINT (-87.71386248059811 41.8850448415253),41.8850448415253,-87.71386248059808,POINT (-87.71386248059811 41.8850448415253)
10571,0b11fd59-ab85-4e97-8cf5-10899c2ba4cb,09-30-2019T09:00:00-05:00,09-30-2019T09:00:00-05:00,21,9,10,,,27.0,27.0,East Garfield Park,https://wikidata.org/entity/Q3046503,East Garfield Park,https://wikidata.org/entity/Q3046503,41.8789146305851,-87.7058972072278,POINT (-87.7058972072278 41.8789146305851),41.8789146305851,-87.7058972072278,POINT (-87.7058972072278 41.8789146305851)
10576,10bd6227-d878-4e92-b8d9-a30b77e72f5c,06-20-2019T09:00:00-05:00,06-20-2019T10:00:00-05:00,3636,1769,10,,,18.0,19.0,Montclare,https://wikidata.org/entity/Q3322499,Belmont Cragin,https://wikidata.org/entity/Q2895017,41.92929769096121,-87.79803232487092,POINT (-87.7980323248709 41.9292976909612),41.9272607415187,-87.76550183689791,POINT (-87.7655018368979 41.9272607415187)
10581,12493012-191c-1002-1249-3012191c1002,09-21-2019T01:00:00-05:00,09-21-2019T02:00:00-05:00,5922,1190,10,,,22.0,27.0,Logan Square,https://wikidata.org/entity/Q3257855,East Garfield Park,https://wikidata.org/entity/Q3046503,41.9227598585219,-87.6991559457654,POINT (-87.6991559457654 41.9227598585219),41.8789146305851,-87.7058972072278,POINT (-87.7058972072278 41.8789146305851)
10582,dec6e3ee-0888-45b6-a1f8-ef4bdc9929d3,06-20-2019T10:00:00-05:00,06-20-2019T10:00:00-05:00,1209,758,152,,,31.0,60.0,"Lower West Side, Chicago",https://wikidata.org/entity/Q3264397,"Bridgeport, Chicago",https://wikidata.org/entity/Q2925167,41.8502661710639,-87.66756822559358,POINT (-87.6675682255936 41.8502661710639),41.8361506609765,-87.6487882482452,POINT (-87.6487882482452 41.8361506609765)
10586,6348669a-1fc3-45e8-b23e-1fff4e3f19b3,07-09-2019T12:00:00-05:00,07-09-2019T12:00:00-05:00,863,380,152,,,27.0,27.0,East Garfield Park,https://wikidata.org/entity/Q3046503,East Garfield Park,https://wikidata.org/entity/Q3046503,41.8789146305851,-87.7058972072278,POINT (-87.7058972072278 41.8789146305851),41.8789146305851,-87.7058972072278,POINT (-87.7058972072278 41.8789146305851)
10587,5f1cc044-5b63-463e-ba47-7ae4d349b9b3,06-20-2019T02:00:00-05:00,06-20-2019T02:00:00-05:00,3473,870,152,1.70318312E10,1.70312002E10,20.0,20.0,Hermosa,https://wikidata.org/entity/Q3134251,Hermosa,https://wikidata.org/entity/Q3134251,41.9153187968744,-87.7322503417904,POINT (-87.7322503417904 41.91531879687441),41.9278522690551,-87.7356282729632,POINT (-87.7356282729632 41.9278522690551)
10588,a354c826-f84c-5079-8b05-e92c7ba997b0,09-06-2019T04:00:00-05:00,09-06-2019T04:00:00-05:00,2717,10,1,,,22.0,24.0,Logan Square,https://wikidata.org/entity/Q3257855,"West Town, Chicago",https://wikidata.org/entity/Q3567449,41.9227598585219,-87.6991559457654,POINT (-87.6991559457654 41.9227598585219),41.9012067343156,-87.67635712603908,POINT (-87.6763571260391 41.9012067343156)
10601,3802c81d-49c2-4fe6-8fbf-9cfb7e1f1368,09-11-2019T01:00:00-05:00,09-11-2019T02:00:00-05:00,1070,190,152,,,20.0,20.0,Hermosa,https://wikidata.org/entity/Q3134251,Hermosa,https://wikidata.org/entity/Q3134251,41.924347757006394,-87.7347401601846,POINT (-87.7347401601846 41.9243477570064),41.924347757006394,-87.7347401601846,POINT (-87.7347401601846 41.9243477570064)
10602,6446be72-a2b9-47f7-ab0e-22ca723e7206,07-08-2019T03:00:00-05:00,07-08-2019T03:00:00-05:00,4962,746,152,,,22.0,27.0,Logan Square,https://wikidata.org/entity/Q3257855,East Garfield Park,https://wikidata.org/entity/Q3046503,41.9227598585219,-87.6991559457654,POINT (-87.6991559457654 41.9227598585219),41.8789146305851,-87.7058972072278,POINT (-87.7058972072278 41.8789146305851)
10606,d7370ccc-12a8-435a-b001-8495ef91d33a,06-28-2019T10:00:00-05:00,06-28-2019T10:00:00-05:00,399,77,152,,,27.0,27.0,East Garfield Park,https://wikidata.org/entity/Q3046503,East Garfield Park,https://wikidata.org/entity/Q3046503,41.8789146305851,-87.7058972072278,POINT (-87.7058972072278 41.8789146305851),41.8789146305851,-87.7058972072278,POINT (-87.7058972072278 41.8789146305851)
10607,12400e04-8f42-01f8-1240-0e048f4201f8,09-14-2019T03:00:00-05:00,09-14-2019T04:00:00-05:00,8207,1746,10,1.70318423E10,1.70311911E10,24.0,19.0,"West Town, Chicago",https://wikidata.org/entity/Q3567449,Belmont Cragin,https://wikidata.org/entity/Q2895017,41.902200918096106,-87.65606634036399,POINT (-87.656066340364 41.9022009180961),41.9196293422931,-87.7509763515862,POINT (-87.7509763515862 41.9196293422931)
10609,35f8aa20-8264-408d-b512-bf75fc0474c5,07-17-2019T05:00:00-05:00,07-17-2019T06:00:00-05:00,4829,1234,152,1.70311901E10,1.70312002E10,19.0,20.0,Belmont Cragin,https://wikidata.org/entity/Q2895017,Hermosa,https://wikidata.org/entity/Q3134251,41.9352176386575,-87.74438887330722,POINT (-87.7443888733072 41.9352176386575),41.9278522690551,-87.7356282729632,POINT (-87.7356282729632 41.9278522690551)
10610,3a23b860-996f-41d9-8988-3cff3a4b1fdd,07-30-2019T08:00:00-05:00,07-30-2019T08:00:00-05:00,6685,1146,152,1.70312002E10,1.70312002E10,20.0,20.0,Hermosa,https://wikidata.org/entity/Q3134251,Hermosa,https://wikidata.org/entity/Q3134251,41.9278522690551,-87.7356282729632,POINT (-87.7356282729632 41.9278522690551),41.9278522690551,-87.7356282729632,POINT (-87.7356282729632 41.9278522690551)
